From Account,To Account,Amount
536136,200618,974
368674,853190,483
462778,290012,456
617188,550844,662
788187,582049,271
551203,312785,312
291891,951081,222
881204,333035,138
403733,585169,944
335024,998261,862
159259,397015,521
577438,419642,552
1039678,551708,360
322134,221118,664
367665,598245,44
472193,400966,904
926420,154241,509
369513,315419,157
544420,436427,466
952061,1018231,727
1047087,923937,297
620733,1092187,591
835401,178643,278
562167,292690,528
628538,498660,291
234811,294093,480
685986,1041423,563
909504,954278,233
860562,1036033,516
249175,982522,537
131919,251821,269
436702,438617,969
870278,668389,439
389926,1057672,247
893788,603951,589
788139,239254,448
971762,141876,460
496020,780789,572
939375,816896,379
513378,577950,478
724480,166708,979
833723,216053,457
1041556,821352,276
791744,890032,503
418884,512592,664
798423,583538,636
802799,295975,400
517136,156062,531
680891,633600,596
272222,402534,334
224518,586472,891
271751,498550,137
463977,1072461,952
878901,360734,687
1091184,724948,56
732119,1046738,130
418837,631355,756
552261,621461,749
1089382,692495,284
529096,995524,650
814507,620040,955
767348,173556,260
1098349,690888,596
893128,584041,664
573173,209306,58
771640,944426,985
143205,633969,501
422348,235473,326
705725,494590,378
470158,747061,372
1087352,1083991,313
942359,986769,344
315274,296467,985
338832,842677,864
415275,896531,148
1048672,957934,236
291198,889485,917
156268,287472,387
132483,1067365,412
430809,538606,550
171281,793310,924
859704,1051886,937
343644,369258,883
526803,241924,340
631733,808055,981
1094059,668474,645
696979,490092,158
172357,538655,272
855375,615221,394
532271,571451,715
921045,819935,727
755955,1025880,459
1083221,557407,282
817819,682549,328
1030413,833652,103
289011,361087,860
987729,863316,59
282372,806632,462
846767,725966,685
254548,649353,183
362809,857675,703
594619,498892,465
571884,348314,391
820129,200224,946
282929,597882,668
617370,1040431,22
238714,418883,565
651273,916495,694
861928,1070048,845
1010751,394740,804
146183,946379,441
274409,569296,346
770323,837415,621
929058,574321,718
633858,538749,123
175722,910588,385
672657,696170,463
244683,639979,332
879310,1089798,250
913932,517015,34
651810,336669,632
152356,448825,459
627916,825708,986
405965,402302,937
392013,370194,222
714486,413307,666
215307,433566,821
891948,956918,925
222487,200223,103
439543,396670,335
716056,705842,19
398926,747994,806
863778,517862,229
1025160,769143,930
880037,644022,168
433226,797096,720
789169,360694,218
606917,489760,201
537182,943462,926
641480,799024,550
976126,353365,869
719229,491323,770
777239,628548,205
202188,320034,689
571516,143143,227
575625,978153,602
1023892,231373,412
909210,120444,842
612215,618353,361
322753,458542,618
316732,233487,508
655418,788181,998
604173,145151,554
713297,635468,42
913381,575200,424
983459,602961,295
170128,326188,731
671666,265410,366
131781,337009,61
141052,795242,884
362946,961992,612
526333,878632,865
992890,547721,801
359046,758943,849
473397,230172,590
818274,770481,142
831935,213911,564
782879,191363,834
944901,1042129,355
1032894,648836,567
403828,414311,419
457640,469805,389
351163,464952,220
349203,460480,385
200336,441596,741
122702,122559,675
599304,882155,867
670105,1074131,667
559470,1043270,954
922157,319902,327
710436,151513,65
150073,429374,550
1087738,677810,433
1040985,723957,95
848009,437415,397
893410,464560,110
957054,151656,556
992384,819694,835
388440,881658,871
437436,865733,180
879701,842714,218
388274,395895,238
826895,1067418,566
998913,330146,121
563635,904959,479
835593,454644,321
199084,661753,219
579060,531958,893
613783,632296,787
596331,765839,720
314921,306010,303
559025,872279,303
773975,767665,293
820149,864481,219
714909,168212,565
185387,1090048,311
739470,1047200,812
695738,257988,286
645172,551486,97
855100,618539,65
374253,550356,307
981746,1095422,638
361556,964462,597
909343,105048,248
993699,635932,305
325814,978196,848
1077076,876066,831
883330,632033,377
242802,392496,980
833584,123441,517
562658,669768,964
111614,1099712,393
941656,208836,173
1006360,589689,297
565945,393953,835
862320,829671,920
1089694,540097,227
844834,809015,380
756100,687753,77
541609,763395,55
249609,996373,756
691068,736295,776
447834,374298,572
310921,1098133,480
133027,773170,23
946747,932521,329
271199,1034295,11
910259,870198,72
269741,1027036,733
988510,163403,887
177148,1025197,473
155745,909229,346
544427,725603,573
484402,710969,364
271043,933947,509
687775,486071,195
1005588,442872,558
229149,186892,340
563498,213179,635
539357,207259,519
325533,760036,990
677183,813685,591
631146,809186,559
315366,576624,469
625961,467740,334
834236,732237,228
960124,987306,630
789493,805685,938
928728,650297,526
1053149,435266,508
1037304,960919,762
235055,989395,616
260464,698955,625
884700,768423,84
983699,302111,474
481907,295866,220
710452,658709,43
322951,1056288,775
972796,1079467,924
389205,396446,606
109512,199963,17
434820,250161,379
1006042,548418,985
429874,354389,711
993926,1028063,420
341563,1074155,225
168173,728910,248
480741,103831,94
151145,709299,929
723738,877243,763
401094,937534,735
231776,115610,406
820699,928689,980
273914,759127,453
416492,823763,492
545438,345552,201
972517,806670,343
1087144,273037,237
656789,531839,649
758013,324166,777
392187,862804,390
1004038,161265,810
182150,137008,953
614832,662115,968
1089386,589814,953
741400,227179,158
1015825,695988,190
730202,998978,586
476518,678918,769
442403,459620,834
252465,724413,42
449279,642997,554
726524,437962,729
1035257,206547,584
1025100,637643,224
1046747,559647,215
315993,258292,203
370648,452656,808
410445,761393,205
462685,760437,955
395006,862201,973
1012920,876540,250
903012,690424,855
162678,252954,139
685385,771969,810
159788,1053170,116
1027108,300648,670
200148,930908,368
921832,256133,981
989736,709079,221
840959,183342,377
528115,572568,933
309925,838462,343
495786,353442,136
666601,890272,164
910426,576366,550
903120,783809,498
380348,277072,376
735951,806565,394
141995,213097,710
592406,1049072,161
265886,1060303,222
143291,522936,425
458779,808630,890
581541,1016980,160
794952,363084,525
608270,570579,809
856265,871559,828
579968,1085519,139
416725,486499,872
541793,409457,931
430644,732684,171
1090094,494133,715
993156,897323,364
255233,505076,495
313357,653782,159
271169,582337,414
1028641,111588,912
744462,159469,683
469874,363921,734
267022,1009581,607
972042,1024518,870
293367,826115,772
991236,511013,191
578288,577955,701
786196,861871,516
475933,780979,127
291160,877936,533
290433,308569,550
538963,614832,477
464393,999102,419
116689,663402,676
342943,953473,660
297409,475581,421
1046420,212586,908
384087,967518,916
204190,244518,796
886015,542200,841
147291,749543,56
386728,537545,638
701592,439322,670
593855,1081441,928
193571,352025,779
351508,534809,878
872917,230163,790
773386,204132,736
873432,716542,862
926606,127756,892
701281,1043678,38
818150,117702,820
915749,176302,104
801190,788395,213
483442,567155,444
1039320,998518,548
101944,528904,237
425243,1040106,658
884474,107184,680
111504,746612,965
782109,651381,415
346581,210726,58
337175,529769,729
247211,987625,322
1061692,696524,197
203577,1064707,131
359196,755684,641
1019226,340747,534
247801,632797,554
451101,357992,417
340932,327787,17
112936,519603,928
796463,1007249,895
849443,609632,646
1085947,409538,530
773473,598213,190
1037457,914103,417
147306,1079959,449
130129,305280,368
777942,842051,614
884902,858722,913
684007,498934,227
1052228,632834,684
512774,909751,386
332199,118711,272
741850,127845,635
308592,347203,339
221151,901059,48
226431,425163,341
169253,303267,344
996126,479823,941
516011,592527,139
253094,455473,525
221375,457099,128
630639,285150,707
338446,310934,834
528995,667610,887
795278,861678,617
872747,865029,190
303668,362517,382
304358,866846,856
963803,894480,596
1047794,198480,98
1069968,970009,543
807175,564127,357
855527,1079114,818
1030151,108787,636
545287,824748,363
564773,171093,222
616930,1080322,190
843580,273960,108
971700,979557,284
1059109,1002925,553
705540,476946,286
212550,642971,473
143821,535889,456
1096462,684627,639
908476,457723,685
297766,801736,847
645355,155017,418
396295,988375,30
623373,669196,102
1096376,322541,758
766959,638042,209
768629,297076,258
826497,780572,188
993508,763427,685
891465,768211,371
120763,238645,105
1001533,246440,720
227111,772240,428
987675,620087,697
342679,702264,31
694716,480915,617
175366,578112,564
117827,475527,390
422942,150045,142
455903,402177,384
784214,657690,118
523325,826034,727
852316,128896,954
1014121,747863,847
137459,299382,904
923503,427620,952
1052628,312490,193
956752,901914,652
676867,152339,89
539143,1062065,11
524695,535951,207
204279,791849,578
901038,417902,342
756552,418917,937
1083788,1019129,277
184384,816161,464
847653,501175,764
809067,1008753,509
447812,123722,829
1057671,614548,226
343315,771813,292
221672,764924,100
129855,915623,766
732594,228078,992
551661,774065,825
424155,117324,850
227144,1027641,609
465195,351084,556
314905,869160,778
503308,567447,754
691248,424725,764
344439,478466,602
888006,387425,823
157200,544243,412
736371,466884,381
860009,119250,972
105809,156566,520
318868,109598,693
815277,424485,357
445560,235787,947
467991,712984,385
819009,851315,583
890559,488823,876
904759,122988,415
228580,707042,274
224961,472434,179
490187,1059964,496
1055402,816541,785
402815,264151,945
787944,150514,985
370576,792383,779
991997,953391,818
699736,101263,145
123574,576941,273
668588,413566,785
832152,593978,372
529175,350676,126
810497,164401,709
927988,351659,45
650454,308568,685
685770,450291,725
847288,281639,109
1090618,1046229,390
1031453,700490,543
199090,812150,206
855819,309194,734
391460,520173,696
346511,975725,535
858483,880565,148
1049327,805486,700
794284,531115,583
212135,460129,242
1059743,304980,408
994438,1063218,26
400128,478487,195
215463,393984,502
271910,177872,285
254563,137035,141
1090815,169132,652
926070,1003070,958
661412,735802,349
1064116,498167,383
225429,856415,540
255439,720362,253
153870,796686,530
727808,624387,72
1056764,547333,227
230555,792265,150
358594,199333,761
879448,879745,989
1085849,291227,146
1037928,1059026,72
967603,666574,262
742932,296402,794
1041784,1005416,740
467770,455955,669
680311,335107,991
550906,550036,643
382700,243014,834
941576,609190,468
945589,932351,404
332812,781552,557
168845,353607,456
690186,1089496,446
813365,723189,633
409826,821003,217
943319,197178,509
828533,141279,727
297102,650083,747
326778,1064782,334
127844,925909,144
592144,318975,854
505967,821517,236
181465,827420,126
716495,462709,247
819368,307073,192
345106,622990,192
642195,668761,44
336494,144009,618
434984,222423,57
458571,986256,104
916205,1070489,569
547313,247253,624
577677,762199,637
139249,805541,412
787689,551220,117
946660,673883,523
769981,537434,838
394607,659190,396
638378,933612,417
122887,960540,200
650686,732281,420
771442,140575,480
992438,308800,892
595277,750405,975
795916,238444,320
996407,582373,191
837090,820825,674
945408,794030,943
1049420,199816,231
693944,682888,56
278098,947799,25
210935,958339,400
412901,384411,652
701627,750202,228
538854,227903,158
700602,264398,817
967990,222510,838
1056576,272570,633
158264,1053770,283
877627,136917,789
974507,1028767,531
653645,722049,193
621514,298645,858
162362,533157,762
838960,839778,672
582559,735522,252
143750,964329,989
980604,503417,982
912592,782939,576
677815,480249,518
908582,736751,35
705072,552571,597
578335,463585,823
615943,226434,14
151866,968699,637
237288,250545,961
100954,287769,204
249792,205778,95
766928,386681,579
1093175,476925,314
177112,1047604,832
480706,762218,136
198775,595904,574
832948,604419,597
191585,1079503,726
939367,322927,926
918052,922873,936
796242,247542,847
629412,429935,206
965363,899454,150
356286,738612,256
913761,877429,331
927375,720351,300
748388,789925,909
399101,744017,464
1036462,625622,809
104127,486639,492
905499,1046196,292
1048630,631182,682
863420,537038,233
423263,394897,130
165868,335802,728
272634,161593,473
336101,458479,164
851413,613466,475
612752,973587,114
638117,782331,518
470360,254040,261
922271,440858,280
251820,360999,667
482427,771271,220
808312,1078259,966
683461,597217,519
879302,119222,488
345332,951270,17
1026197,579360,424
893679,843672,235
797260,184406,576
682145,612009,123
1042706,638777,990
459358,826048,124
576712,362183,260
1014127,1087539,693
430492,1013941,506
272384,293714,812
518764,244646,614
743826,801896,394
1044554,900790,70
456101,307131,626
866622,302341,806
435972,1089021,422
416351,1087910,862
175767,973690,721
836457,252835,485
961267,237669,308
400353,663172,702
587854,724897,97
171368,981183,369
866368,323038,162
871259,124741,719
692296,493741,10
281304,134031,477
813420,1000606,411
882878,1006302,324
1064255,692363,391
833504,889175,970
259670,1069350,148
482840,907111,566
304572,458864,168
557895,669853,233
379304,111785,216
194616,308706,398
837584,826268,782
149467,760641,458
192601,353761,654
820711,588642,529
708011,731123,564
124162,182513,222
832147,928438,392
865099,139855,605
633998,269185,91
600615,348866,872
826621,611412,569
777697,131725,477
1022499,458513,49
1068618,616418,847
1068827,830544,203
804319,373317,157
743540,513009,925
1003180,192753,589
719642,1038015,22
816237,401156,211
762368,658764,81
297758,330488,230
1091441,448219,180
312967,644104,439
940337,698540,331
793774,738170,798
934697,422363,327
135929,210787,326
106803,647188,810
394805,903599,412
435269,682454,797
968510,609086,77
420711,641343,766
903623,779735,359
1042886,337883,44
473918,734151,577
459132,518016,193
936640,251250,590
631566,253529,340
694251,676717,690
816934,299837,36
1010608,761750,718
591533,568878,357
659135,866960,98
688240,586577,234
1069611,706593,603
1086144,237206,812
951388,223743,225
291893,896134,853
107768,877398,837
172093,487994,945
331657,965154,984
290164,274933,150
764124,884173,439
334485,887706,522
105101,715775,598
379529,1053507,390
412425,510090,526
604793,718113,441
917171,332768,519
216832,1054336,702
800561,793207,193
931077,972748,702
859426,705753,334
254925,725478,505
768169,130805,179
192322,355134,756
616222,555248,643
1035166,921459,788
